ps_code,name,area,activity_type,reg_number,order_date,responsible_org
10.026,Специалист в области разработки мероприятий по охране окружающей среды объектов капитального строительства,"Архитектура, проектирование, геодезия, топография и дизайн",Разработка мероприятий по охране окружающей среды при проектировании объектов капитального строительства,1547,2022-04-18,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
10.027,Специалист в области проектирования транспортных тоннелей,"Архитектура, проектирование, геодезия, топография и дизайн",Проектирование транспортных тоннелей,1548,2022-04-18,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
03.017,Демограф,Социальное обслуживание,"Мониторинг, прогнозирование и разработка механизмов демографического развития",1549,2022-06-08,"Совет по профессиональным квалификациям в сфере безопасности труда, социальной защиты и занятости населения"
19.075,Сливщик-разливщик в нефтегазовой отрасли,"Добыча, переработка, транспортировка нефти и газа","Осуществление технологического процесса по приему, сливу, разливу сжиженного углеводородного газа, нефти, продуктов переработки нефти и газа и реагентов",1550,2022-07-19,Совет по профессиональным квалификациям в нефтегазовом комплексе
19.076,"Специалист по производству, хранению и отгрузке сжиженного природного газа","Добыча, переработка, транспортировка нефти и газа","Производство, хранение и отгрузка сжиженного природного газа",1551,2022-09-16,Совет по профессиональным квалификациям в нефтегазовом комплексе
17.127,"Работник по ведению документации по технологическому обеспечению, планированию и учету выполнения работ в подразделении организации железнодорожного транспорта",Транспорт,"Ведение документации по технологическому обеспечению, планированию и учету выполнения работ в подразделении организации железнодорожного транспорта",1552,2022-06-08,Совет по профессиональным квалификациям на железнодорожном транспорте
17.128,Работник по управлению и обслуживанию железнодорожного крана,Транспорт,Управление железнодорожным краном,1553,2022-06-08,Совет по профессиональным квалификациям на железнодорожном транспорте
27.109,Работник по заливке и литью из свинцово-оловянистых сплавов изделий и деталей железнодорожного подвижного состава,Металлургическое производство,Заливка и литье из свинцово-оловянистых сплавов деталей железнодорожного подвижного состава и изделий,1554,2022-06-08,Совет по профессиональным квалификациям на железнодорожном транспорте
17.129,Пилот пилотируемого воздушного судна коммерческих воздушных перевозок гражданской авиации,Транспорт,"Выполнение полетов на пилотируемом гражданском воздушном судне для перевозки пассажиров, грузов, почты",1555,2022-07-13,Совет по профессиональным квалификациям воздушного транспорта
17.130,"Специалист по организации и проведению лабораторного контроля качества материалов и запасных частей, применяемых при ремонте, техническом обслуживании железнодорожного подвижного состава и объектов железнодорожной инфраструктуры",Транспорт,"Деятельность по организации и проведению лабораторного контроля качества материалов и запасных частей, применяемых при ремонте, техническом обслуживании железнодорожного подвижного состава и объектов ",1556,2022-06-08,Совет по профессиональным квалификациям на железнодорожном транспорте
08.045,Специалист в области инновационных финансовых технологий,Финансы и экономика,Осуществление деятельности в области инновационных финансовых технологий,1557,2022-07-13,Совет по профессиональным квалификациям финансового рынка
27.110,"Аппаратчик-гидрометаллург производства легких, редких цветных металлов и редкоземельных материалов",Металлургическое производство,"Ведение гидрометаллургических процессов в производстве легких, редких цветных металлов и редкоземельных материалов",1558,2022-06-08,nan
02.088,Врач-профпатолог,Здравоохранение,Врачебная практика в области профессиональной патологии,1559,2022-11-22,Совет по профессиональным квалификациям в здравоохранении
19.077,Машинист буровых установок на нефть и газ,"Добыча, переработка, транспортировка нефти и газа",Эксплуатационное и разведочное бурение нефтяных и газовых скважин,1560,2022-07-05,Совет по профессиональным квалификациям в нефтегазовом комплексе
40.239,Специалист по сварке и резке под водой,Сквозные виды профессиональной деятельности,Подводная сварка (наплавка) и резка изделий (объектов),1561,2022-07-19,Совет по профессиональным квалификациям в области сварки
40.240,Долбежник,Сквозные виды профессиональной деятельности,Изготовление деталей машин на долбежных станках,1562,2022-08-04,Совет по профессиональным квалификациям в машиностроении
40.241,Наладчик термического оборудования,Сквозные виды профессиональной деятельности,Наладка и техническое обслуживание термического оборудования,1563,2022-10-06,Совет по профессиональным квалификациям в машиностроении
40.242,Оператор листогибочного оборудования,Сквозные виды профессиональной деятельности,Гибка изделий на листогибочных прессах в холодном и горячем состоянии из листового и полосового проката,1564,2022-09-16,Совет по профессиональным квалификациям в машиностроении
40.243,Оператор ротационных ковочных машин,Сквозные виды профессиональной деятельности,Ковка и обжим на ротационных ковочных машинах,1565,2022-09-16,Совет по профессиональным квалификациям в машиностроении
40.244,Разметчик в машиностроении,Сквозные виды профессиональной деятельности,Разметка деталей машин и сборочных единиц перед обработкой и сборкой,1566,2022-09-16,Совет по профессиональным квалификациям в машиностроении
28.012,"Специалист по проектированию, техническому перевооружению, реконструкции и модернизации технологических комплексов кузнечно-штамповочного производства",Производство машин и оборудования,Проектирование технологических комплексов кузнечно-штамповочных производств,1567,2022-08-04,Совет по профессиональным квалификациям в машиностроении
28.013,"Специалист по проектированию, техническому перевооружению, реконструкции и модернизации технологических комплексов термического производства",Производство машин и оборудования,Проектирование технологических комплексов термических производств,1568,2022-09-14,Совет по профессиональным квалификациям в машиностроении
40.245,Штамповщик на молотах и прессах,Сквозные виды профессиональной деятельности,Горячая штамповка поковок на молотах и прессах,1569,2022-10-25,Совет по профессиональным квалификациям в машиностроении
26.035,Работник производства химических волокон,"Химическое, химико-технологическое производство",Производство химических волокон,1570,2022-08-04,nan
26.036,Специалист по производству химических волокон,"Химическое, химико-технологическое производство",Производство химических волокон,1571,2022-08-04,nan
26.037,Специалист по производству дезинфицирующих средств,"Химическое, химико-технологическое производство",Производство дезинфицирующих средств,1572,2022-08-04,nan
19.078,Работник по эксплуатации компрессорных установок в нефтегазовой отрасли,"Добыча, переработка, транспортировка нефти и газа",Эксплуатация компрессорных установок в нефтегазовой отрасли,1573,2022-09-15,Совет по профессиональным квалификациям в нефтегазовом комплексе
30.032,Руководитель производственных работ в судостроении,Судостроение,"Организация производственных работ в производственных подразделениях организаций судостроения, судоремонта",1574,2022-09-14,Совет по профессиональным квалификациям в отрасли судостроения и морской техники
09.004,Специалист в сфере предупреждения коррупционных правонарушений,Юриспруденция,Предупреждение коррупционных правонарушений в организации,1575,2022-08-08,"Совет по профессиональным квалификациям торговой, внешнеторговой и по отдельным видам предпринимательской и экономической деятельности"
04.016,Специалист по библиотечно-информационной деятельности,"Культура, искусство",Библиотечно-информационная деятельность,1577,2022-09-14,nan
28.014,Специалист по проектированию автоматизированных производств в машиностроении,Производство машин и оборудования,Проектирование автоматизированных производств в машиностроении,1576,2017-02-01,Совет по профессиональным квалификациям в машиностроении
17.131,Работник по обслуживанию тоннелей метрополитена,Транспорт,Текущее содержание и ремонт тоннелей метрополитена,1578,2022-09-14,Совет по профессиональным квалификациям городского пассажирского транспорта
03.018,Психолог-консультант,Социальное обслуживание,Психологическое консультирование населения и трудовых коллективов,1579,2022-09-14,"Совет по профессиональным квалификациям в сфере безопасности труда, социальной защиты и занятости населения"
27.111,Разливщик цветных металлов и сплавов,Металлургическое производство,Разливка продуктов плавки металлов и сплавов,1580,2022-10-04,nan
10.028,Архитектор-дизайнер,"Архитектура, проектирование, геодезия, топография и дизайн",Проектирование архитектурной среды,1581,2022-09-14,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
10.029,Специалист в области инженерно-геологических изысканий для градостроительной деятельности,"Архитектура, проектирование, геодезия, топография и дизайн",Инженерно-геологические изыскания в градостроительной деятельности,1582,2022-10-04,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
10.030,Специалист в области инженерно-гидрометеорологических изысканий для градостроительной деятельности,"Архитектура, проектирование, геодезия, топография и дизайн",Инженерно-гидрометеорологические изыскания в градостроительной деятельности,1583,2022-10-04,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
19.079,Специалист по эксплуатации технологического оборудования систем подводной добычи в нефтегазовой отрасли,"Добыча, переработка, транспортировка нефти и газа","Эксплуатация оборудования и систем подводного добычного комплекса нефтегазовой отрасли (в том числе при добыче, обратной закачке, газлифте, сборе, контроле и управлении, замере, подготовке и транспорт",1584,2022-09-16,Совет по профессиональным квалификациям в нефтегазовом комплексе
25.062,Инженер по процессам сборки и испытаний ракетно-космической техники,Ракетно-космическая промышленность,Сопровождение процессов сборки и испытаний изделий ракетно-космической техники в ракетно-космической промышленности,1585,2022-10-18,Совет по профессиональным квалификациям в области ракетной техники и космической деятельности
06.050,Специалист в области антенно-фидерных устройств радиотехнических средств и комплексов,"Связь, информационные и коммуникационные технологии","Исследование, разработка, изготовление опытных образцов антенно-фидерных устройств радиотехнических средств и комплексов различных диапазонов частот",1586,2022-10-06,"Совет по профессиональным квалификациям в области телекоммуникаций, почтовой связи и радиотехники"
06.050,Специалист по монтажу и технической эксплуатации квантовых сетей,"Связь, информационные и коммуникационные технологии",Монтаж и техническая эксплуатация сетей квантовых коммуникаций,1587,2022-10-24,"Совет по профессиональным квалификациям в области телекоммуникаций, почтовой связи и радиотехники"
06.051,Специалист в области аппаратно-программных средств цифровой обработки сигналов,"Связь, информационные и коммуникационные технологии","Исследование, разработка, изготовление опытных образцов аппаратно-программных средств цифровой обработки сигналов",1588,2022-10-04,"Совет по профессиональным квалификациям в области телекоммуникаций, почтовой связи и радиотехники"
06.052,Инженер-программист радиоэлектронных средств и комплексов,"Связь, информационные и коммуникационные технологии","Разработка, тестирование и эксплуатация программного обеспечения радиоэлектронных средств и комплексов",1589,2022-10-04,"Совет по профессиональным квалификациям в области телекоммуникаций, почтовой связи и радиотехники"
04.017,Композитор,"Культура, искусство",Деятельность композиторов,1590,2022-10-25,nan
30.033,Специалист по подготовке производства в судостроении,Судостроение,Организация управления производственными процессами в судостроении,1591,2023-01-16,Совет по профессиональным квалификациям в отрасли судостроения и морской техники
40.246,Специалист по обеспечению энергосбережения и повышения энергетической эффективности,Сквозные виды профессиональной деятельности,Обеспечение энергосбережения и повышения энергетической эффективности в организации,1592,2022-12-20,Совет по профессиональным квалификациям в электроэнергетике
06.053,Специалист по информационной безопасности в кредитно-финансовой сфере,"Связь, информационные и коммуникационные технологии",Обеспечение информационной безопасности в организациях кредитно-финансовой сферы,1593,2022-11-28,nan
32.018,Слесарь по ремонту авиационных двигателей,Авиастроение,Ремонт деталей и узлов авиационных двигателей,1594,2023-01-18,Совет по профессиональным квалификациям в авиастроении
32.019,Инженер-технолог авиационного производства,Авиастроение,Технологическая подготовка сборочного производства и обеспечение технологического процесса сборки изделий авиационной техники и ее компонентов,1595,2022-01-16,Совет по профессиональным квалификациям в авиастроении
10.031,Специалист в области проектирования систем противопожарной защиты объектов капитального строительства,"Архитектура, проектирование, геодезия, топография и дизайн","Проектирование систем пожарной сигнализации, оповещения и управления эвакуацией людей при пожаре, противодымной защиты, пожаротушения, противопожарного водоснабжения объектов капитального строительств",1596,2023-03-20,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
18.009,Машинист буровой установки на открытых горных работах,"Добыча, переработка угля, руд и других полезных ископаемых",Выполнение механизированных работ с применением буровой установки при разработке месторождений полезных ископаемых открытым способом,1597,2023-02-02,Совет по профессиональным квалификациям в угольной промышленности
18.010,Машинист конвейера угледобывающих предприятий,"Добыча, переработка угля, руд и других полезных ископаемых","Управление конвейерным транспортом и его эксплуатация в организациях добычи, переработки и обогащения полезных ископаемых",1598,2023-01-30,Совет по профессиональным квалификациям в угольной промышленности
18.011,Машинист экскаватора на горных работах,"Добыча, переработка угля, руд и других полезных ископаемых",Выполнение механизированных работ с применением экскаватора различного вида при разработке месторождений полезных ископаемых,1599,2023-02-28,Совет по профессиональным квалификациям в угольной промышленности
07.015,Специалист службы протокола,Административно-управленческая и офисная деятельность,Управление деятельностью по проведению протокольных мероприятий,1600,2023-01-30,Совет по профессиональным квалификациям в области документационного и административно-хозяйственного обеспечения деятельности организации
27.112,Работник по улавливанию и переработке продуктов коксохимического производства в металлургии,Металлургическое производство,Улавливание и переработка продуктов коксохимического производства,1601,2023-03-01,Совет по профессиональным квалификациям в горно-металлургическом комплексе
27.113,"Работник по техническому обслуживанию и ремонтам металлургических кранов, специального и подвесного оборудования на предприятиях горно-металлургического комплекса",Металлургическое производство,"Техническое обслуживание и ремонт металлургических кранов, специального и подвесного оборудования на предприятиях горно-металлургического комплекса",1602,2023-02-28,Совет по профессиональным квалификациям в горно-металлургическом комплексе
27.114,Работник по техническому обслуживанию и ремонтам технологического оборудования на предприятиях горно-металлургического комплекса,Металлургическое производство,Техническое обслуживание и ремонт технологического оборудования на предприятиях горно-металлургического комплекса,1603,2023-02-28,Совет по профессиональным квалификациям в горно-металлургическом комплексе
27.115,"Работник по техническому обслуживанию и ремонтам гидравлического, смазочного и пневматического оборудования на предприятиях горно-металлургического комплекса",Металлургическое производство,"Техническое обслуживание и ремонт гидравлического, смазочного и пневматического оборудования на предприятиях горно-металлургического комплекса",1604,2023-03-01,Совет по профессиональным квалификациям в горно-металлургическом комплексе
27.116,Работник по техническому обслуживанию и ремонтам электротехнического оборудования на предприятиях горно-металлургического комплекса,Металлургическое производство,Техническое обслуживание и ремонт электротехнического оборудования на предприятиях горно-металлургического комплекса,1605,2023-03-01,Совет по профессиональным квалификациям в горно-металлургическом комплексе
27.117,Работник по техническому обслуживанию и ремонтам энергетического оборудования на предприятиях горно-металлургического комплекса,Металлургическое производство,Техническое обслуживание и ремонт энергетического оборудования на предприятиях горно-металлургического комплекса,1606,2023-03-01,Совет по профессиональным квалификациям в горно-металлургическом комплексе
33.024,"Специалист по подбору, монтажу и обслуживанию продукции реабилитационной направленности","Сервис, оказание услуг населению (торговля, техническое обслуживание, ремонт, предоставление персональных услуг, услуги гостеприимства, общественное питание и пр.)","Подбор, монтаж и обслуживание продукции реабилитационной направленности",1607,2023-02-02,Совет по профессиональным квалификациям в сфере производства социально-значимых товаров
03.019,Специалист по разработке и адаптации ассистивных технологий для лиц с ограниченными возможностями здоровья,Социальное обслуживание,Разработка и адаптация ассистивных технологий для лиц с ограниченными возможностями здоровья,1608,2023-02-02,Совет по профессиональным квалификациям в сфере производства социально-значимых товаров
01.013,Руководитель организации отдыха детей и их оздоровления,Образование и наука,Управление организацией отдыха детей и их оздоровления,1609,2023-02-02,Совет по профессиональным квалификациям в сфере образования
06.054,Специалист по исследованиям и разработкам в области квантовых коммуникаций,"Связь, информационные и коммуникационные технологии","Разработка оборудования, приборов и комплексов для систем квантовых коммуникаций, исследования в указанной сфере",1610,2023-04-27,"Совет по профессиональным квалификациям в области телекоммуникаций, почтовой связи и радиотехники"
16.154,Специалист по организации строительства объектов дорожного хозяйства,Строительство и ЖКХ,"Организация строительства, реконструкции и ремонта объектов дорожного хозяйства",1611,2023-03-20,Совет по профессиональным квалификациям в строительстве
12.017,Специалист по обеспечению антитеррористической защищенности объекта (территории),Обеспечение безопасности,"Реализация требований к антитеррористической защищенности объектов (территорий) (за исключением объектов транспортной инфраструктуры и транспортных средств, а также объектов топливно-энергетического к",1612,2023-04-27,Совет по профессиональным квалификациям в сфере антитеррористической защищенности и охраны объектов (территорий)
17.132,Водитель трамвая,Транспорт,Регулярные перевозки пассажиров трамваем в городском и пригородном сообщении,1613,2023-03-14,Совет по профессиональным квалификациям городского пассажирского транспорта
40.247,Специалист по инженерной защите окружающей среды,Сквозные виды профессиональной деятельности,Обеспечение инженерной защиты окружающей среды при осуществлении хозяйственной деятельности,1614,2023-03-14,Совет по профессиональным квалификациям в области энергоэффективности и ресурсосбережения
40.248,Специалист по стандартизации,Сквозные виды профессиональной деятельности,"Деятельность по стандартизации (за исключением федеральных образовательных стандартов и профессиональных стандартов), включая разработку, опубликование и применение документов по стандартизации, в отн",1615,2023-04-27,"Совет по профессиональным квалификациям торговой, внешнеторговой и по отдельным видам предпринимательской и экономической деятельности"
17.133,Работник по комплексному обслуживанию пути и контактного рельса метрополитена,Транспорт,Текущее содержание и ремонт пути и контактного рельса метрополитена,1616,2023-03-20,Совет по профессиональным квалификациям городского пассажирского транспорта
12.018,Специалист ведомственной охраны объектов нефтегазовой отрасли,Обеспечение безопасности,Ведомственная охрана объектов нефтегазовой отрасли,1617,2023-03-14,Совет по профессиональным квалификациям в нефтегазовом комплексе
17.134,Работник по комплексному обслуживанию трамвайных путей,Транспорт,Техническое обслуживание и текущий ремонт трамвайных путей,1618,2023-03-01,совет по профессиональным квалификациям городского пассажирского транспорта
17.135,Работник по развитию агломерационной транспортной мобильности,Транспорт,Организация логистики пассажирских перевозок в городских агломерациях,1619,2023-04-25,Совет по профессиональным квалификациям городского пассажирского транспорта
17.136,Работник по оформлению проездных документов пассажиров метрополитена,Транспорт,Оказание услуг по оформлению и продаже проездных документов пассажирам метрополитена,1620,2023-04-27,Совет по профессиональным квалификациям городского пассажирского транспорта
01.014,Педагог-дефектолог,Образование и наука,"Педагогическая деятельность по обучению и воспитанию на основе адаптированных образовательных программ, индивидуальных учебных планов; психолого-педагогическое сопровождение обучающихся с ограниченным",1621,2023-03-13,Совет по профессиональным квалификациям в сфере образования
05.016,Специалист по спортивно-функциональной классификации в адаптивном спорте,Физическая культура и спорт,Определение спортивно-функционального класса в адаптивном спорте,1622,2023-04-27,nan
05.017,Специалист по фитнесу (фитнес-тренер),Физическая культура и спорт,Организация и оказание фитнес-услуг населению,1623,2023-04-27,nan
05.018,Специалист по школьному и студенческому спорту,Физическая культура и спорт,Управление развитием школьного и студенческого спорта,1624,2023-04-27,nan
25.063,Специалист по проектированию и конструированию электроракетных двигателей,Ракетно-космическая промышленность,"Проектирование, конструирование, сертификация электроракетных двигателей, проведение научно-исследовательских работ по электроракетным двигателям и сопровождение производства электроракетных двигателе",1625,2023-04-27,nan
25.064,Специалист по проектированию и конструированию энергетических установок космических аппаратов,Ракетно-космическая промышленность,"Проектирование, конструирование, сертификация энергетических установок космических аппаратов, проведение научно-исследовательских работ по энергетическим установкам космических аппаратов и сопровожден",1626,2023-04-27,nan
08.046,Специалист в области производственно-технологической комплектации детских игровых программ,Финансы и экономика,Контроль качества и приемка комплектующих изделий детских игровых программ,1627,2023-04-27,Совет по профессиональным квалификациям в сфере производства социально-значимых товаров
06.055,Специалист по управлению мастер-данными и контенту детских товаров,"Связь, информационные и коммуникационные технологии",Управление данными (контентом) в области детских товаров,1628,2023-04-27,Совет по профессиональным квалификациям в сфере производства социально-значимых товаров
10.032,Инженер-градостроитель – специалист по инженерной подготовке территории,"Архитектура, проектирование, геодезия, топография и дизайн",Проектирование инженерной подготовки территории,1629,2023-04-27,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
12.019,Психолог в служебной деятельности,Обеспечение безопасности,"Психологическое обеспечение деятельности в особых условиях, а также при выполнении специальных задач",1630,2023-04-27,Совет по профессиональным квалификациям в области обеспечения безопасности в чрезвычайных ситуациях
03.020,Профконсультант,Социальное обслуживание,Содействие в осознанном и целенаправленном выборе профессионального и карьерного пути,1631,2023-06-21,"Совет по профессиональным квалификациям в сфере безопасности труда, социальной защиты и занятости населения"
24.129,Специалист в области вероятностного анализа безопасности для атомных электростанций,Атомная промышленность,Выполнение вероятностного анализа безопасности для блока атомных электростанций,1632,2023-07-05,Совет по профессиональным квалификациям в сфере атомной энергии
